"Philippine Exports by Commodity Group (GRT), 2000-2025"

"Commodity";"Country Of Destination";"2020 Quantity";"2020 FOB";"2021 Quantity";"2021 FOB";"2022 Quantity";"2022 FOB";"2023 Quantity";"2023 FOB";"2024 Quantity";"2024 FOB";"2025 Quantity";"2025 FOB"
"Other Fruits And Vegetables";"New Zealand";738676.62;1069918.00;642026.46;820058.00;807543.10;1087057.00;870560.67;1206550.00;769539.66;1053991.00;860386.31;1266026.00
"Other Fruits And Vegetables";"Nigeria";..;..;11278.63;37840.00;..;..;5.00;11648.00;..;..;192.00;660.00
"Other Fruits And Vegetables";"Norway";360.00;1746.00;5708.88;23094.00;27689.80;95931.00;12666.09;48358.00;40106.00;94655.00;5782.30;29741.00
"Other Fruits And Vegetables";"Pakistan, Islamic Rep. Of";950150.00;157500.00;2086630.96;382245.00;3148.87;9432.00;729187.03;121109.00;328150.00;55033.00;9446.40;33210.00
"Other Fruits And Vegetables";"Palau, Rep. Of";261.00;857.00;491.00;249.00;120.00;282.00;..;..;12695.00;10222.00;249231.74;245484.00
"Other Fruits And Vegetables";"Papua New Guinea";20684.33;70375.00;52150.55;174842.00;25488.79;87976.00;37907.38;141817.00;31340.03;99558.00;33230.36;115401.00
"Other Fruits And Vegetables";"Peru";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Poland";14182.00;33358.00;..;..;..;..;20.00;418.00;..;..;..;..
"Other Fruits And Vegetables";"Portugal";..;..;12095.60;33220.00;..;..;..;..;..;..;20083.00;53960.00
"Other Fruits And Vegetables";"Puerto Rico";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Reunion";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"San Marino";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Saudi Arabia";521122.72;813492.00;337601.78;813794.00;553776.29;1686530.00;682346.97;1831413.00;667784.13;1726505.00;345816.97;1076638.00
"Other Fruits And Vegetables";"Singapore";1440333.46;1722920.00;1435878.66;2340368.00;2160829.78;2596941.00;3033498.76;3708570.00;1920953.30;2226116.00;1775578.60;1901753.00
"Other Fruits And Vegetables";"Slovak Republic (Slovakia)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"South Africa, Rep. Of";..;..;1062.50;8937.00;..;..;69.75;102.00;35.00;86.00;..;..
"Other Fruits And Vegetables";"Spain";16755.52;14497.00;6579.89;48609.00;8331.00;38678.00;18000.00;28867.00;88268.46;219324.00;229015.30;713920.00
"Other Fruits And Vegetables";"Sri Lanka  (Ceylon)";..;..;10350.20;33153.00;18504.00;66306.00;25374.63;95702.00;18892.80;66420.00;..;..
"Other Fruits And Vegetables";"Sweden";598.50;9300.00;1079.92;4514.00;1116.96;4457.00;543.00;1721.00;952.90;1526.00;12984.27;59771.00
"Other Fruits And Vegetables";"Switzerland";11909.17;31748.00;1257.00;4558.00;22477.59;52016.00;15927.49;23940.00;14139.00;19124.00;162.00;316.00
"Other Fruits And Vegetables";"Thailand";17470.08;41598.00;141158.59;127996.00;149544.14;411529.00;27773.97;227942.00;61000.32;172781.00;134245.12;256210.00
"Other Fruits And Vegetables";"Trinidad And Tobago";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Pacific Trust Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Turkey";474480.00;358736.00;2549.44;10927.00;..;..;17.00;110.00;22313.55;21114.00;..;..
"Other Fruits And Vegetables";"Turks And Caicos Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Ukraine (Ukrainian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"United Arab Emirates, N.E.S.";706295.25;1336194.00;826446.34;2275739.00;1008054.38;3118577.00;1355391.28;8552978.00;1450133.71;3461331.00;1258703.52;3212110.00
"Other Fruits And Vegetables";"Oman";125256.00;334179.00;40026.85;120251.00;86092.05;292093.00;64721.82;210382.00;79661.74;236375.00;39268.50;121353.00
"Other Fruits And Vegetables";"Qatar";669263.22;1009818.00;200723.50;466776.00;217713.76;659971.00;327551.80;829026.00;506686.07;1050686.00;140266.35;362193.00
"Other Fruits And Vegetables";"Uk Of Great Britain And N. Ireland";268790.54;713618.00;257818.43;695042.00;339568.21;1129848.00;549955.41;1785179.00;1036793.80;1189869.00;403460.41;948298.00
"Other Fruits And Vegetables";"United States Of America";7026503.97;13240356.00;6922032.12;14378197.00;4793826.89;10457788.00;4884332.09;11221233.00;6111333.13;9315498.00;8215432.85;12113100.00
"Other Fruits And Vegetables";"Guam";80748.93;87224.00;215734.84;289232.00;131430.21;146982.00;197165.30;240851.00;265096.47;252299.00;276289.91;370060.00
"Other Fruits And Vegetables";"Hawaii";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Virgin Islands (U.S.)";..;..;..;..;6111.50;20990.00;..;..;..;..;..;..
"Other Fruits And Vegetables";"Uruguay";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Venezuela";..;..;..;..;..;..;9979.00;22220.00;..;..;..;..
"Other Fruits And Vegetables";"Vietnam";316807.20;622695.00;587257.63;916919.00;98414.43;292886.00;137749.10;185358.00;15007.20;65282.00;8552.30;77866.00
"Other Fruits And Vegetables";"Virgin Islands (British)";..;..;..;..;..;..;..;..;1750.00;3635.00;21150.00;42522.00
"Other Fruits And Vegetables";"Jordan";..;..;20322.10;69688.00;14050.79;51880.00;13872.70;65833.00;11008.17;23120.00;19319.44;44681.00
"Other Fruits And Vegetables";"Micronesia, Federated States Of";4213.67;4303.00;3870.00;2484.00;17743.16;25679.00;45704.30;42318.00;78376.00;83182.00;97081.78;77276.00
"Other Fruits And Vegetables";"Morocco";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Panama";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Antigua And Barbuda";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Aruba";..;..;35.70;225.00;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cook Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Maldives, Rep. Of";..;..;2400.00;8000.00;962.50;2887.00;..;..;8260.50;26846.00;..;..
"Other Fruits And Vegetables";"Syrian Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Russian Federation";244366.22;630698.00;162939.26;553231.00;49310.30;340278.00;34935.00;227441.00;..;..;..;..
"Other Fruits And Vegetables";"Uzbekistan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Swaziland (Eswatini)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bangladesh";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bermuda";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Gibraltar";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Marshall Islands, Rep. Of";933.00;3604.00;1983.08;911.00;386.00;188.00;..;..;..;..;47390.80;22641.00
"Other Fruits And Vegetables";"Romania";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Latvia (Latvian Soviet Socialist Rep.)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Yemen, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Alaska";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Myanmar, Union Of (Burma)";..;..;1830.00;3477.00;2787.50;9900.00;2250.00;9000.00;..;..;2850.00;7500.00
"Other Fruits And Vegetables";"Grenada";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Solomon Islands (British)";..;..;..;..;210.00;3920.00;..;..;..;..;..;..
"Other Fruits And Vegetables";"Togo";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Burkina Faso (Upper Volta)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Zaire (Democratic Republic Of Congo)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Zambia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Algeria";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"El Salvador";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Guatemala";..;..;..;..;..;..;..;..;..;..;31.98;232.00
"Other Fruits And Vegetables";"Angola";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"French Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Slovenia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Luxembourg";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Afghanistan";4039.14;9935.00;479.29;3664.00;..;..;6804.79;19860.00;18176.75;25299.00;1717.50;6591.00
"Other Fruits And Vegetables";"Paraguay";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bulgaria";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Mali (West Africa)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Nepal";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Netherlands Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Ghana";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cote D' Ivoire (Ivory Coast)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Senegal";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Kiribati";..;..;..;..;..;..;..;..;..;..;7820.00;5940.00
"Other Fruits And Vegetables";"Haiti";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Macau";..;..;2122.80;5706.00;3430.19;8772.00;1740.59;3795.00;..;..;511.70;1588.00
"Other Fruits And Vegetables";"Nicaragua";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Spanish Africa, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Tanzania, United Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Tunisia";..;..;145.00;245.00;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bosnia And Herzegovina";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Croatia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Estonia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Iran, Islamic Rep. Of";18600.00;54870.00;28080.00;98280.00;94140.00;282106.00;61392.76;154728.00;82061.60;190339.00;..;..
"Other Fruits And Vegetables";"Lithuania";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Mozambique";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Namibia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Nauru, Rep. Of";..;..;..;..;..;..;7670.10;9608.00;8457.20;9206.00;30365.00;56239.00
"Other Fruits And Vegetables";"Zimbabwe (Rhodesia)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Samoa (Western Samoa)";3978.00;13650.00;19520.33;65970.00;15516.70;17804.00;17180.20;45324.00;52422.40;56923.00;77302.00;46285.00
"Other Fruits And Vegetables";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Congo, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cuba";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"French Guiana";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Lesotho";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Martinique";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"St. Helena";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Libyan Arab Jamahiriya";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Andorra";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cayman Islands";..;..;..;..;6046.33;24399.00;..;..;..;..;..;..
"Other Fruits And Vegetables";"Liechtenstein";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Sarawak (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Seychelles Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Somalia, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Lao People'S Democratic Republic (Laos)";..;..;314.66;1005.00;452.00;1734.00;..;..;..;..;..;..
"Other Fruits And Vegetables";"Mongolia";..;..;..;..;..;..;..;..;9042.20;18792.00;8203.00;4970.00
"Other Fruits And Vegetables";"Belarus (Byelorussian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"British West Africa(Exc. St. Helena)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Other Pacific Islands, N.E.S.   6/";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Sierra Leone";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Sudan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Uganda";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Malawi";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Tokelau";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Niger";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Madagascar, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Guyana";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cameroon";..;..;..;..;..;..;..;..;2459.00;7524.00;..;..
"Other Fruits And Vegetables";"Curacao";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Djibouti (Affars & Issas)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Timor-Leste (East Timor)";..;..;..;..;..;..;..;..;420.00;648.00;803.50;2959.00
"Other Fruits And Vegetables";"Ethiopia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"French Oceania";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Iraq";372060.00;370500.00;165120.00;196000.00;412800.00;468000.00;..;..;..;..;..;..
"Other Fruits And Vegetables";"Kazakhstan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Liberia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Rwanda";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Suriname";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Macedonia, The Former Yugoslav Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"St. Vincent And Grenadines";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Botswana";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Monaco";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Tonga";..;..;596.57;2966.00;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Guinea";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"British Indian Ocean Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Mauritania";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Eritrea";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Gambia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"U.S. Oceania, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"U.S. Minor Outlying Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Yemen Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Azores";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Albania";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Antartica";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Madeira Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Dominica";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Northern Mariana Islands";..;..;..;..;25477.00;81709.00;23679.09;54796.00;14060.00;30314.00;15786.60;15215.00
"Other Fruits And Vegetables";"Sao Tome And Principe, Dem. Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Tajikistan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Armenia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Midway Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Moldova, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Greenland";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Nansei Islands";..;..;..;..;..;..;..;..;1500.00;3000.00;..;..
"Other Fruits And Vegetables";"Democratic People'S Rep. Of Korea";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Chinese Taipei";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Turkmenistan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Byelorussian Soviet Socialist Rep.";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Panama Canal Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Gilbert And Ellice Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Ceuta And Melilla";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Christmas Island";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Guinea-Bissau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Burundi";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cocos Island";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"French Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cape Verde";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Falkland Islands (Malvinas)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Portuguese Timor And Dependencies";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Yemen, People'S Democratic Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Central African Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Azerbaijan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"British Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Equatorial Guinea, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"French Southern Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Kyrgyzstan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Opt. Ctry.Comb. Netherlands & Germany";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Mayotte";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Tuvalu";..;..;..;..;..;..;161.00;727.00;374.00;654.00;..;..
"Other Fruits And Vegetables";"Razerbaijani";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Georgia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Montserrat";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"South And Southeast Asia, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bouvet Island";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Comoros, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"St. Pierre And Miguelon";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Norfolk Island";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Leeward & Windward Is.  5/";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"St.Kitts & Nevis (St.Christopher & Nevis)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"French Indian Ocean Areas";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Wake Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"St. Lucia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Western Portuguese Africa";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Wallis And Futuna Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Anguilla";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Vatican City State";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Western Sahara (Spanish Sahara)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Serbia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Faeroe Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Heard And Mcdonald Island";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Not Specified";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Chad";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Montenegro";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Neutral Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Pitcairn Island";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Saint Martin";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Kosovo";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"South Georgia And The South Sandwich Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Svalbard And Jan Mayen";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Channel Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"American Samoa";187.00;389.00;1323.00;1588.00;..;..;..;..;..;..;..;..
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Argentina";2800.00;5007.00;4900.00;6282.00;2200.00;2639.00;4700.00;5912.00;3400.00;4239.00;2400.00;3539.00
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Australia";317213.40;1349213.00;491989.23;2672654.00;333670.56;1535243.00;326979.30;1598533.00;207216.32;1020515.00;472639.82;2936990.00
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Austria";2400.00;1339.00;3500.00;1294.00;400.00;286.00;5818.00;72483.00;37225.00;675185.00;43912.00;798310.00
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Bahamas";..;..;..;..;..;..;..;..;..;..;..;..
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Bahrain";280.00;1451.00;1671.00;1440.00;4046.75;2174.00;21363.11;55121.00;2872.58;9933.00;5996.30;8562.00
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Barbados";..;..;..;..;..;..;..;..;..;..;..;..
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Belgium";59394.00;264512.00;1500.00;17000.00;25500.00;132344.00;3835.00;15711.00;2695.00;8709.00;10800.00;26995.00
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Belize (British Honduras)";..;..;..;..;..;..;..;..;..;..;..;..
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Bhutan";..;..;..;..;..;..;..;..;..;..;..;..
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Bolivia";..;..;..;..;..;..;..;..;..;..;..;..
"Fish, Fresh Or Preserved Of Which: Shrimps And Prawn";"Brazil";..;..;49400.00;36673.00;27750.00;31307.00;39110.00;27699.00;21312.00;16074.00;8250.00;20363.00
