"Commodity";"Country Of Destination";"2022 Quantity";"2022 FOB";"2023 Quantity";"2023 FOB"
"Travel Goods And Handbags";"French West Indies";..;..;..;..
"Travel Goods And Handbags";"Gabon";..;..;..;..
"Travel Goods And Handbags";"Germany";417898.00;4434072.00;112938.70;3688025.00
"Travel Goods And Handbags";"Greece";25.00;595.00;..;..
"Travel Goods And Handbags";"Guadeloupe";..;..;..;..
"Travel Goods And Handbags";"Honduras, Republic Of";..;..;..;..
"Travel Goods And Handbags";"Hong Kong, China";388598.00;13692316.00;303099.86;9576938.00
"Travel Goods And Handbags";"Hungary";2845.00;56202.00;25.00;552.00
"Travel Goods And Handbags";"Iceland";..;..;..;..
"Travel Goods And Handbags";"India";3060.00;41116.00;3766.00;61371.00
"Travel Goods And Handbags";"Indonesia";94875.00;466173.00;45477.44;234324.00
"Travel Goods And Handbags";"Ireland";..;..;..;..
"Travel Goods And Handbags";"Israel";4901.00;85080.00;7070.55;86329.00
"Travel Goods And Handbags";"Italy";80300.00;3713253.00;69255.37;2257624.00
"Travel Goods And Handbags";"Jamaica (Excludes Cayman Is.,Turks,Caicos)";..;..;..;..
"Travel Goods And Handbags";"Japan";2129655.00;47795091.00;2188350.22;44872654.00
"Travel Goods And Handbags";"Okinawa";..;..;..;..
"Travel Goods And Handbags";"Cambodia (Democratic Kampuchea)";4537.00;125760.00;191.00;5377.00
"Travel Goods And Handbags";"Kenya";..;..;..;..
"Travel Goods And Handbags";"Republic Of Korea";156525.00;3491415.00;112533.50;2815466.00
"Travel Goods And Handbags";"Kuwait";..;..;..;..
"Travel Goods And Handbags";"Lebanon";1178.00;17055.00;1828.00;31100.00
"Travel Goods And Handbags";"Malaysia";29587.00;1564541.00;27185.88;977572.00
"Travel Goods And Handbags";"Sabah (Comprises Malaysia)";..;..;..;..
"Travel Goods And Handbags";"Malta";..;..;..;..
"Travel Goods And Handbags";"Mauritius";..;..;..;..
"Travel Goods And Handbags";"Mexico";507640.00;13781169.00;622223.79;11487879.00
"Travel Goods And Handbags";"Netherlands";1058724.00;23077088.00;682065.91;16082588.00
"Travel Goods And Handbags";"New Caledonia";..;..;100.00;320.00
"Travel Goods And Handbags";"Vanuatu (New Hebrides)";..;..;..;..
"Travel Goods And Handbags";"New Zealand";133842.00;2488251.00;137854.93;2332795.00
"Travel Goods And Handbags";"Nigeria";..;..;..;..
"Travel Goods And Handbags";"Norway";24655.00;363753.00;13593.00;171333.00
"Travel Goods And Handbags";"Pakistan, Islamic Rep. Of";17135.00;210787.00;5590.00;61079.00
"Travel Goods And Handbags";"Palau, Rep. Of";52102.00;5655.00;..;..
"Travel Goods And Handbags";"Papua New Guinea";369.00;5897.00;7826.20;27418.00
"Travel Goods And Handbags";"Peru";80.00;1444.00;..;..
"Travel Goods And Handbags";"Poland";18388.00;182718.00;2100.00;42043.00
"Travel Goods And Handbags";"Portugal";377.00;8022.00;227.00;2220.00
"Travel Goods And Handbags";"Puerto Rico";..;..;..;..
"Travel Goods And Handbags";"Reunion";..;..;..;..
"Travel Goods And Handbags";"San Marino";..;..;..;..
"Travel Goods And Handbags";"Saudi Arabia";113704.00;1317856.00;4566.12;48579.00
"Travel Goods And Handbags";"Singapore";89190.00;2644109.00;293493.19;8247151.00
"Travel Goods And Handbags";"Slovak Republic (Slovakia)";..;..;..;..
"Travel Goods And Handbags";"South Africa, Rep. Of";2486.00;38257.00;5329.00;71699.00
"Travel Goods And Handbags";"Spain";3368.00;86642.00;35690.90;786877.00
"Travel Goods And Handbags";"Sri Lanka  (Ceylon)";898.00;11970.00;..;..
"Travel Goods And Handbags";"Sweden";1949.00;41627.00;4297.08;90910.00
"Travel Goods And Handbags";"Switzerland";61923.00;2168132.00;25655.29;623664.00
"Travel Goods And Handbags";"Thailand";16628.00;221243.00;33927.44;380979.00
"Travel Goods And Handbags";"Trinidad And Tobago";..;..;..;..
"Travel Goods And Handbags";"Pacific Trust Territory";..;..;..;..
"Travel Goods And Handbags";"Turkey";335.00;13541.00;644.03;17433.00
"Travel Goods And Handbags";"Turks And Caicos Islands";..;..;..;..
"Travel Goods And Handbags";"Ukraine (Ukrainian S.S.R.)";..;..;..;..
"Travel Goods And Handbags";"United Arab Emirates, N.E.S.";15236.00;264894.00;38173.00;478471.00
"Travel Goods And Handbags";"Oman";674.00;13050.00;..;..
"Travel Goods And Handbags";"Qatar";15508.00;102234.00;26374.00;14747.00
"Travel Goods And Handbags";"Uk Of Great Britain And N. Ireland";173696.00;3612732.00;245267.94;5463652.00
"Travel Goods And Handbags";"United States Of America";27902110.00;499519181.00;21292813.22;381399202.00
"Travel Goods And Handbags";"Guam";7130.00;17597.00;5683.10;31008.00
"Travel Goods And Handbags";"Hawaii";..;..;..;..
"Travel Goods And Handbags";"Virgin Islands (U.S.)";5878.00;84424.00;..;..
"Travel Goods And Handbags";"Uruguay";5150.00;59459.00;330.00;19473.00
"Travel Goods And Handbags";"Venezuela";..;..;..;..
"Travel Goods And Handbags";"Vietnam";50597.00;88134.00;2607.23;12602.00
"Travel Goods And Handbags";"Virgin Islands (British)";..;..;..;..
"Travel Goods And Handbags";"Jordan";..;..;..;..
"Travel Goods And Handbags";"Micronesia, Federated States Of";85856.00;24871.00;23351.44;27904.00
"Travel Goods And Handbags";"Morocco";4.00;300.00;..;..
"Travel Goods And Handbags";"Panama";421.00;9605.00;4320.00;82400.00
"Travel Goods And Handbags";"Antigua And Barbuda";..;..;..;..
"Travel Goods And Handbags";"Aruba";..;..;..;..
"Travel Goods And Handbags";"Cook Islands";..;..;..;..
"Travel Goods And Handbags";"Maldives, Rep. Of";..;..;..;..
"Travel Goods And Handbags";"Syrian Arab Republic";..;..;..;..
"Travel Goods And Handbags";"Russian Federation";230.00;6876.00;..;..
"Travel Goods And Handbags";"Uzbekistan";..;..;..;..
"Travel Goods And Handbags";"Swaziland (Eswatini)";..;..;..;..
"Travel Goods And Handbags";"Bangladesh";..;..;..;..
"Travel Goods And Handbags";"Bermuda";..;..;..;..
"Travel Goods And Handbags";"Gibraltar";..;..;..;..
"Travel Goods And Handbags";"Marshall Islands, Rep. Of";2447.00;4495.00;3114.00;4000.00
"Travel Goods And Handbags";"Romania";78.00;1777.00;317.00;7395.00
"Travel Goods And Handbags";"Latvia (Latvian Soviet Socialist Rep.)";..;..;..;..
"Travel Goods And Handbags";"Yemen, Republic Of";..;..;..;..
"Travel Goods And Handbags";"Alaska";..;..;..;..
"Travel Goods And Handbags";"Myanmar, Union Of (Burma)";963.00;16065.00;..;..
"Travel Goods And Handbags";"Grenada";..;..;..;..
"Travel Goods And Handbags";"Solomon Islands (British)";..;..;215.00;1600.00
"Travel Goods And Handbags";"Togo";..;..;..;..
"Travel Goods And Handbags";"Burkina Faso (Upper Volta)";..;..;..;..
"Travel Goods And Handbags";"Zaire (Democratic Republic Of Congo)";..;..;..;..
"Travel Goods And Handbags";"Zambia";..;..;..;..
"Travel Goods And Handbags";"Algeria";..;..;..;..
"Travel Goods And Handbags";"El Salvador";..;..;..;..
"Travel Goods And Handbags";"Guatemala";..;..;..;..
"Travel Goods And Handbags";"Angola";..;..;..;..
"Travel Goods And Handbags";"French Pacific Islands";..;..;..;..
"Travel Goods And Handbags";"Slovenia";181.00;2804.00;373.00;13168.00
"Travel Goods And Handbags";"Luxembourg";137364.00;859465.00;99428.00;1351539.00
"Travel Goods And Handbags";"Afghanistan";..;..;..;..
"Travel Goods And Handbags";"Paraguay";30.00;672.00;..;..
"Travel Goods And Handbags";"Bulgaria";10237.00;125861.00;..;..
"Travel Goods And Handbags";"Mali (West Africa)";..;..;..;..
"Travel Goods And Handbags";"Nepal";932.00;17697.00;561.00;8353.00
"Travel Goods And Handbags";"Netherlands Antilles";..;..;..;..
"Travel Goods And Handbags";"Ghana";..;..;..;..
"Travel Goods And Handbags";"Cote D' Ivoire (Ivory Coast)";..;..;..;..
"Travel Goods And Handbags";"Senegal";..;..;..;..
"Travel Goods And Handbags";"Kiribati";..;..;..;..
"Travel Goods And Handbags";"Haiti";..;..;..;..
"Travel Goods And Handbags";"Macau";3029.00;98019.00;4528.44;195360.00
"Travel Goods And Handbags";"Nicaragua";..;..;..;..
"Travel Goods And Handbags";"Spanish Africa, N.E.S.";..;..;..;..
"Travel Goods And Handbags";"Tanzania, United Rep. Of";15.00;200.00;300.00;4356.00
"Travel Goods And Handbags";"Tunisia";1387.00;18293.00;..;..
"Travel Goods And Handbags";"Bosnia And Herzegovina";..;..;..;..
"Travel Goods And Handbags";"Croatia";..;..;..;..
"Travel Goods And Handbags";"Estonia";23.00;754.00;..;..
"Travel Goods And Handbags";"Iran, Islamic Rep. Of";..;..;..;..
"Travel Goods And Handbags";"Lithuania";..;..;..;..
"Travel Goods And Handbags";"Mozambique";..;..;..;..
"Travel Goods And Handbags";"Namibia";..;..;..;..
"Travel Goods And Handbags";"Nauru, Rep. Of";..;..;..;..
"Travel Goods And Handbags";"Zimbabwe (Rhodesia)";..;..;..;..
"Travel Goods And Handbags";"Samoa (Western Samoa)";..;..;127.00;131.00
"Travel Goods And Handbags";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..
"Travel Goods And Handbags";"Congo, Rep. Of";..;..;10100.00;247200.00
"Travel Goods And Handbags";"Cuba";..;..;..;..
"Travel Goods And Handbags";"French Guiana";..;..;..;..
"Travel Goods And Handbags";"Lesotho";..;..;..;..
"Travel Goods And Handbags";"Martinique";..;..;..;..
"Travel Goods And Handbags";"St. Helena";..;..;..;..
"Travel Goods And Handbags";"Libyan Arab Jamahiriya";..;..;..;..
"Travel Goods And Handbags";"Andorra";..;..;..;..
"Travel Goods And Handbags";"Cayman Islands";..;..;..;..
"Travel Goods And Handbags";"Liechtenstein";..;..;..;..
"Travel Goods And Handbags";"Sarawak (Comprises Malaysia)";..;..;..;..
"Travel Goods And Handbags";"Seychelles Republic";..;..;..;..
"Travel Goods And Handbags";"Somalia, Democratic Rep. Of";..;..;..;..
"Travel Goods And Handbags";"Lao People'S Democratic Republic (Laos)";..;..;..;..
"Travel Goods And Handbags";"Mongolia";5249.00;57121.00;807.00;8840.00
"Travel Goods And Handbags";"Belarus (Byelorussian S.S.R.)";..;..;..;..
"Travel Goods And Handbags";"British West Africa(Exc. St. Helena)";..;..;..;..
"Travel Goods And Handbags";"Other Pacific Islands, N.E.S.   6/";..;..;..;..
"Travel Goods And Handbags";"Sierra Leone";..;..;..;..
"Travel Goods And Handbags";"Sudan";..;..;4.00;215.00
"Travel Goods And Handbags";"Uganda";..;..;..;..
"Travel Goods And Handbags";"Malawi";2838.00;32317.00;..;..
"Travel Goods And Handbags";"Tokelau";..;..;..;..
"Travel Goods And Handbags";"Niger";..;..;..;..
"Travel Goods And Handbags";"Madagascar, Democratic Rep. Of";..;..;..;..
"Travel Goods And Handbags";"Guyana";..;..;..;..
"Travel Goods And Handbags";"Cameroon";..;..;..;..
"Travel Goods And Handbags";"Curacao";..;..;..;..
"Travel Goods And Handbags";"Djibouti (Affars & Issas)";..;..;..;..
"Travel Goods And Handbags";"Timor-Leste (East Timor)";..;..;..;..
"Travel Goods And Handbags";"Ethiopia";..;..;..;..
"Travel Goods And Handbags";"French Oceania";..;..;..;..
"Travel Goods And Handbags";"Iraq";..;..;..;..
"Travel Goods And Handbags";"Kazakhstan";8414.00;117867.00;2057.00;33432.00
"Travel Goods And Handbags";"Liberia";..;..;..;..
"Travel Goods And Handbags";"Rwanda";..;..;..;..
"Travel Goods And Handbags";"Suriname";..;..;..;..
"Travel Goods And Handbags";"Macedonia, The Former Yugoslav Rep. Of";1802.00;26160.00;..;..
"Travel Goods And Handbags";"St. Vincent And Grenadines";..;..;..;..
"Travel Goods And Handbags";"Botswana";..;..;..;..
"Travel Goods And Handbags";"Monaco";..;..;..;..
"Travel Goods And Handbags";"Tonga";..;..;..;..
"Travel Goods And Handbags";"Guinea";..;..;..;..
"Travel Goods And Handbags";"British Indian Ocean Territory";..;..;..;..
"Travel Goods And Handbags";"Mauritania";..;..;..;..
"Travel Goods And Handbags";"Eritrea";..;..;..;..
"Travel Goods And Handbags";"Gambia";..;..;..;..
"Travel Goods And Handbags";"U.S. Oceania, N.E.S.";..;..;..;..
"Travel Goods And Handbags";"U.S. Minor Outlying Islands";..;..;..;..
"Travel Goods And Handbags";"Yemen Arab Republic";..;..;..;..
"Travel Goods And Handbags";"Azores";..;..;..;..
"Travel Goods And Handbags";"Albania";..;..;..;..
"Travel Goods And Handbags";"Antartica";..;..;..;..
"Travel Goods And Handbags";"Madeira Islands";..;..;..;..
"Travel Goods And Handbags";"Dominica";..;..;..;..
"Travel Goods And Handbags";"Northern Mariana Islands";..;..;..;..
"Travel Goods And Handbags";"Sao Tome And Principe, Dem. Rep. Of";..;..;..;..
"Travel Goods And Handbags";"Tajikistan";..;..;..;..
"Travel Goods And Handbags";"Armenia";..;..;..;..
"Travel Goods And Handbags";"Midway Islands";..;..;..;..
"Travel Goods And Handbags";"Moldova, Republic Of";..;..;..;..
"Travel Goods And Handbags";"Greenland";..;..;..;..
"Travel Goods And Handbags";"Nansei Islands";..;..;..;..
"Travel Goods And Handbags";"Democratic People'S Rep. Of Korea";..;..;..;..
"Travel Goods And Handbags";"Chinese Taipei";..;..;..;..
"Travel Goods And Handbags";"Turkmenistan";..;..;..;..
"Travel Goods And Handbags";"Byelorussian Soviet Socialist Rep.";..;..;..;..
"Travel Goods And Handbags";"Panama Canal Zone";..;..;..;..
"Travel Goods And Handbags";"Gilbert And Ellice Islands";..;..;..;..
"Travel Goods And Handbags";"Ceuta And Melilla";..;..;..;..
"Travel Goods And Handbags";"Christmas Island";..;..;..;..
"Travel Goods And Handbags";"Guinea-Bissau, Rep. Of";..;..;..;..
"Travel Goods And Handbags";"Burundi";..;..;..;..
"Travel Goods And Handbags";"Cocos Island";..;..;..;..
"Travel Goods And Handbags";"French Antilles";..;..;..;..
"Travel Goods And Handbags";"Cape Verde";..;..;..;..
"Travel Goods And Handbags";"Falkland Islands (Malvinas)";..;..;..;..
"Travel Goods And Handbags";"Portuguese Timor And Dependencies";..;..;..;..
"Travel Goods And Handbags";"Yemen, People'S Democratic Republic";..;..;..;..
"Travel Goods And Handbags";"Central African Republic";..;..;..;..
"Travel Goods And Handbags";"Azerbaijan";..;..;..;..
"Travel Goods And Handbags";"British Pacific Islands";..;..;..;..
"Travel Goods And Handbags";"Equatorial Guinea, Rep. Of";..;..;..;..
"Travel Goods And Handbags";"French Southern Territory";..;..;..;..
"Travel Goods And Handbags";"Kyrgyzstan";..;..;..;..
"Travel Goods And Handbags";"Opt. Ctry.Comb. Netherlands & Germany";..;..;..;..
"Travel Goods And Handbags";"Mayotte";..;..;..;..
"Travel Goods And Handbags";"Tuvalu";..;..;..;..
"Travel Goods And Handbags";"Razerbaijani";..;..;..;..
"Travel Goods And Handbags";"Georgia";..;..;..;..
"Travel Goods And Handbags";"Montserrat";..;..;..;..
"Travel Goods And Handbags";"South And Southeast Asia, N.E.S.";..;..;..;..
"Travel Goods And Handbags";"Bouvet Island";..;..;..;..
"Travel Goods And Handbags";"Comoros, Rep. Of";..;..;..;..
"Travel Goods And Handbags";"St. Pierre And Miguelon";..;..;..;..
"Travel Goods And Handbags";"Norfolk Island";..;..;..;..
"Travel Goods And Handbags";"Leeward & Windward Is.  5/";..;..;..;..
"Travel Goods And Handbags";"St.Kitts & Nevis (St.Christopher & Nevis)";..;..;..;..
"Travel Goods And Handbags";"French Indian Ocean Areas";..;..;..;..
"Travel Goods And Handbags";"Wake Islands";..;..;..;..
"Travel Goods And Handbags";"St. Lucia";..;..;..;..
"Travel Goods And Handbags";"Western Portuguese Africa";..;..;..;..
"Travel Goods And Handbags";"Wallis And Futuna Islands";..;..;..;..
"Travel Goods And Handbags";"Anguilla";..;..;..;..
"Travel Goods And Handbags";"Vatican City State";..;..;..;..
"Travel Goods And Handbags";"Western Sahara (Spanish Sahara)";..;..;..;..
"Travel Goods And Handbags";"Serbia";..;..;1827.00;15878.00
"Travel Goods And Handbags";"Faeroe Islands";..;..;..;..
"Travel Goods And Handbags";"Heard And Mcdonald Island";..;..;..;..
"Travel Goods And Handbags";"Not Specified";..;..;..;..
"Travel Goods And Handbags";"Chad";..;..;..;..
"Travel Goods And Handbags";"Montenegro";..;..;..;..
"Travel Goods And Handbags";"Neutral Zone";..;..;..;..
"Travel Goods And Handbags";"Pitcairn Island";..;..;..;..
"Travel Goods And Handbags";"Saint Martin";..;..;..;..
"Travel Goods And Handbags";"Kosovo";..;..;..;..
"Travel Goods And Handbags";"South Georgia And The South Sandwich Islands";..;..;..;..
"Travel Goods And Handbags";"Svalbard And Jan Mayen";..;..;..;..
"Travel Goods And Handbags";"Channel Islands";..;..;..;..
"Copra Oil Cake Or Meal";"American Samoa";..;..;..;..
"Copra Oil Cake Or Meal";"Argentina";..;..;..;..
"Copra Oil Cake Or Meal";"Australia";..;..;..;..
"Copra Oil Cake Or Meal";"Austria";..;..;..;..
"Copra Oil Cake Or Meal";"Bahamas";..;..;..;..
"Copra Oil Cake Or Meal";"Bahrain";..;..;..;..
"Copra Oil Cake Or Meal";"Barbados";..;..;..;..
"Copra Oil Cake Or Meal";"Belgium";..;..;..;..
"Copra Oil Cake Or Meal";"Belize (British Honduras)";..;..;..;..
"Copra Oil Cake Or Meal";"Bhutan";..;..;..;..
"Copra Oil Cake Or Meal";"Bolivia";..;..;..;..
"Copra Oil Cake Or Meal";"Brazil";..;..;..;..
"Copra Oil Cake Or Meal";"Brunei Darussalam";..;..;..;..
"Copra Oil Cake Or Meal";"Canada";..;..;..;..
"Copra Oil Cake Or Meal";"Canary Islands";..;..;..;..
"Copra Oil Cake Or Meal";"Chile";..;..;..;..
"Copra Oil Cake Or Meal";"People'S Republic Of China";133743848.00;19852896.00;56856182.90;12938050.00
"Copra Oil Cake Or Meal";"Taiwan (Rep. Of China)";8427683.23;2405843.00;6433586.15;1822854.00
"Copra Oil Cake Or Meal";"Colombia";..;..;..;..
"Copra Oil Cake Or Meal";"Costa Rica";..;..;..;..
"Copra Oil Cake Or Meal";"Cyprus";..;..;..;..
"Copra Oil Cake Or Meal";"Czech Republic (Czechoslovakia)";..;..;..;..
"Copra Oil Cake Or Meal";"Denmark";..;..;..;..
"Copra Oil Cake Or Meal";"Dominican Republic";..;..;..;..
"Copra Oil Cake Or Meal";"Ecuador";..;..;..;..
"Copra Oil Cake Or Meal";"Egypt Arab Republic";..;..;..;..
"Copra Oil Cake Or Meal";"Fiji";..;..;..;..
"Copra Oil Cake Or Meal";"Finland";..;..;..;..
"Copra Oil Cake Or Meal";"France";..;..;..;..
"Copra Oil Cake Or Meal";"French Polynesia";..;..;..;..
"Copra Oil Cake Or Meal";"French West Indies";..;..;..;..
"Copra Oil Cake Or Meal";"Gabon";..;..;..;..
"Copra Oil Cake Or Meal";"Germany";33359.05;42200.00;..;..
"Copra Oil Cake Or Meal";"Greece";..;..;..;..
"Copra Oil Cake Or Meal";"Guadeloupe";..;..;..;..
"Copra Oil Cake Or Meal";"Honduras, Republic Of";..;..;..;..
"Copra Oil Cake Or Meal";"Hong Kong, China";..;..;..;..
"Copra Oil Cake Or Meal";"Hungary";..;..;..;..
"Copra Oil Cake Or Meal";"Iceland";..;..;..;..
"Copra Oil Cake Or Meal";"India";44869698.21;8230480.00;46160669.01;10197960.00
"Copra Oil Cake Or Meal";"Indonesia";..;..;..;..
"Copra Oil Cake Or Meal";"Ireland";..;..;..;..
"Copra Oil Cake Or Meal";"Israel";..;..;..;..
"Copra Oil Cake Or Meal";"Italy";..;..;..;..
"Copra Oil Cake Or Meal";"Jamaica (Excludes Cayman Is.,Turks,Caicos)";..;..;..;..
"Copra Oil Cake Or Meal";"Japan";6378540.00;1311091.00;3301631.00;797937.00
"Copra Oil Cake Or Meal";"Okinawa";..;..;..;..
"Copra Oil Cake Or Meal";"Cambodia (Democratic Kampuchea)";..;..;..;..
"Copra Oil Cake Or Meal";"Kenya";..;..;..;..
"Copra Oil Cake Or Meal";"Republic Of Korea";121267108.06;23916939.00;151989656.79;35172020.00
"Copra Oil Cake Or Meal";"Kuwait";..;..;..;..
"Copra Oil Cake Or Meal";"Lebanon";..;..;..;..
"Copra Oil Cake Or Meal";"Malaysia";..;..;..;..
"Copra Oil Cake Or Meal";"Sabah (Comprises Malaysia)";..;..;..;..
"Copra Oil Cake Or Meal";"Malta";..;..;..;..
"Copra Oil Cake Or Meal";"Mauritius";..;..;..;..
"Copra Oil Cake Or Meal";"Mexico";..;..;..;..
"Copra Oil Cake Or Meal";"Netherlands";..;..;..;..
"Copra Oil Cake Or Meal";"New Caledonia";..;..;..;..
"Copra Oil Cake Or Meal";"Vanuatu (New Hebrides)";..;..;..;..
"Copra Oil Cake Or Meal";"New Zealand";..;..;..;..
"Copra Oil Cake Or Meal";"Nigeria";..;..;..;..
"Copra Oil Cake Or Meal";"Norway";..;..;..;..
"Copra Oil Cake Or Meal";"Pakistan, Islamic Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Palau, Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Papua New Guinea";..;..;..;..
"Copra Oil Cake Or Meal";"Peru";..;..;..;..
"Copra Oil Cake Or Meal";"Poland";..;..;..;..
"Copra Oil Cake Or Meal";"Portugal";..;..;..;..
"Copra Oil Cake Or Meal";"Puerto Rico";..;..;..;..
"Copra Oil Cake Or Meal";"Reunion";..;..;..;..
"Copra Oil Cake Or Meal";"San Marino";..;..;..;..
"Copra Oil Cake Or Meal";"Saudi Arabia";..;..;..;..
"Copra Oil Cake Or Meal";"Singapore";..;..;..;..
"Copra Oil Cake Or Meal";"Slovak Republic (Slovakia)";..;..;..;..
"Copra Oil Cake Or Meal";"South Africa, Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Spain";..;..;..;..
"Copra Oil Cake Or Meal";"Sri Lanka  (Ceylon)";..;..;..;..
"Copra Oil Cake Or Meal";"Sweden";..;..;..;..
"Copra Oil Cake Or Meal";"Switzerland";..;..;..;..
"Copra Oil Cake Or Meal";"Thailand";..;..;..;..
"Copra Oil Cake Or Meal";"Trinidad And Tobago";..;..;..;..
"Copra Oil Cake Or Meal";"Pacific Trust Territory";..;..;..;..
"Copra Oil Cake Or Meal";"Turkey";..;..;..;..
"Copra Oil Cake Or Meal";"Turks And Caicos Islands";..;..;..;..
"Copra Oil Cake Or Meal";"Ukraine (Ukrainian S.S.R.)";..;..;..;..
"Copra Oil Cake Or Meal";"United Arab Emirates, N.E.S.";..;..;..;..
"Copra Oil Cake Or Meal";"Oman";..;..;..;..
"Copra Oil Cake Or Meal";"Qatar";..;..;..;..
"Copra Oil Cake Or Meal";"Uk Of Great Britain And N. Ireland";..;..;..;..
"Copra Oil Cake Or Meal";"United States Of America";3278892.89;643500.00;..;..
"Copra Oil Cake Or Meal";"Guam";..;..;..;..
"Copra Oil Cake Or Meal";"Hawaii";..;..;..;..
"Copra Oil Cake Or Meal";"Virgin Islands (U.S.)";..;..;..;..
"Copra Oil Cake Or Meal";"Uruguay";..;..;..;..
"Copra Oil Cake Or Meal";"Venezuela";..;..;..;..
"Copra Oil Cake Or Meal";"Vietnam";34087630.55;6475393.00;37493675.83;8791457.00
"Copra Oil Cake Or Meal";"Virgin Islands (British)";..;..;..;..
"Copra Oil Cake Or Meal";"Jordan";..;..;..;..
"Copra Oil Cake Or Meal";"Micronesia, Federated States Of";..;..;..;..
"Copra Oil Cake Or Meal";"Morocco";..;..;..;..
"Copra Oil Cake Or Meal";"Panama";..;..;..;..
"Copra Oil Cake Or Meal";"Antigua And Barbuda";..;..;..;..
"Copra Oil Cake Or Meal";"Aruba";..;..;..;..
"Copra Oil Cake Or Meal";"Cook Islands";..;..;..;..
"Copra Oil Cake Or Meal";"Maldives, Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Syrian Arab Republic";..;..;..;..
"Copra Oil Cake Or Meal";"Russian Federation";..;..;..;..
"Copra Oil Cake Or Meal";"Uzbekistan";..;..;..;..
"Copra Oil Cake Or Meal";"Swaziland (Eswatini)";..;..;..;..
"Copra Oil Cake Or Meal";"Bangladesh";..;..;..;..
"Copra Oil Cake Or Meal";"Bermuda";..;..;..;..
"Copra Oil Cake Or Meal";"Gibraltar";..;..;..;..
"Copra Oil Cake Or Meal";"Marshall Islands, Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Romania";..;..;..;..
"Copra Oil Cake Or Meal";"Latvia (Latvian Soviet Socialist Rep.)";..;..;..;..
"Copra Oil Cake Or Meal";"Yemen, Republic Of";..;..;..;..
"Copra Oil Cake Or Meal";"Alaska";..;..;..;..
"Copra Oil Cake Or Meal";"Myanmar, Union Of (Burma)";..;..;..;..
"Copra Oil Cake Or Meal";"Grenada";..;..;..;..
"Copra Oil Cake Or Meal";"Solomon Islands (British)";..;..;..;..
"Copra Oil Cake Or Meal";"Togo";..;..;..;..
"Copra Oil Cake Or Meal";"Burkina Faso (Upper Volta)";..;..;..;..
"Copra Oil Cake Or Meal";"Zaire (Democratic Republic Of Congo)";..;..;..;..
"Copra Oil Cake Or Meal";"Zambia";..;..;..;..
"Copra Oil Cake Or Meal";"Algeria";..;..;..;..
"Copra Oil Cake Or Meal";"El Salvador";..;..;..;..
"Copra Oil Cake Or Meal";"Guatemala";..;..;..;..
"Copra Oil Cake Or Meal";"Angola";..;..;..;..
"Copra Oil Cake Or Meal";"French Pacific Islands";..;..;..;..
"Copra Oil Cake Or Meal";"Slovenia";..;..;..;..
"Copra Oil Cake Or Meal";"Luxembourg";..;..;..;..
"Copra Oil Cake Or Meal";"Afghanistan";..;..;..;..
"Copra Oil Cake Or Meal";"Paraguay";..;..;..;..
"Copra Oil Cake Or Meal";"Bulgaria";..;..;..;..
"Copra Oil Cake Or Meal";"Mali (West Africa)";..;..;..;..
"Copra Oil Cake Or Meal";"Nepal";..;..;..;..
"Copra Oil Cake Or Meal";"Netherlands Antilles";..;..;..;..
"Copra Oil Cake Or Meal";"Ghana";..;..;..;..
"Copra Oil Cake Or Meal";"Cote D' Ivoire (Ivory Coast)";..;..;..;..
"Copra Oil Cake Or Meal";"Senegal";..;..;..;..
"Copra Oil Cake Or Meal";"Kiribati";..;..;..;..
"Copra Oil Cake Or Meal";"Haiti";..;..;..;..
"Copra Oil Cake Or Meal";"Macau";..;..;..;..
"Copra Oil Cake Or Meal";"Nicaragua";..;..;..;..
"Copra Oil Cake Or Meal";"Spanish Africa, N.E.S.";..;..;..;..
"Copra Oil Cake Or Meal";"Tanzania, United Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Tunisia";..;..;..;..
"Copra Oil Cake Or Meal";"Bosnia And Herzegovina";..;..;..;..
"Copra Oil Cake Or Meal";"Croatia";..;..;..;..
"Copra Oil Cake Or Meal";"Estonia";..;..;..;..
"Copra Oil Cake Or Meal";"Iran, Islamic Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Lithuania";..;..;..;..
"Copra Oil Cake Or Meal";"Mozambique";..;..;..;..
"Copra Oil Cake Or Meal";"Namibia";..;..;..;..
"Copra Oil Cake Or Meal";"Nauru, Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Zimbabwe (Rhodesia)";..;..;..;..
"Copra Oil Cake Or Meal";"Samoa (Western Samoa)";..;..;..;..
"Copra Oil Cake Or Meal";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..
"Copra Oil Cake Or Meal";"Congo, Rep. Of";..;..;..;..
"Copra Oil Cake Or Meal";"Cuba";..;..;..;..
"Copra Oil Cake Or Meal";"French Guiana";..;..;..;..
"Copra Oil Cake Or Meal";"Lesotho";..;..;..;..
"Copra Oil Cake Or Meal";"Martinique";..;..;..;..
"Copra Oil Cake Or Meal";"St. Helena";..;..;..;..
