Commodity,Country Of Destination,Year,Quantity,FOB,source_file
Electronic Products_Consumer Electronics,Venezuela,2022,750.0,29732.0,PhilippineExports(2022-2023).csv
Electronic Products_Consumer Electronics,Vietnam,2021,24139.41,4617449.0,PhilippineExports(2020-2021).csv
Electronic Products_Consumer Electronics,Vietnam,2022,30415.93,3007863.0,PhilippineExports(2022-2023).csv
Electronic Products_Consumer Electronics,Vietnam,2023,27474.51,3383763.0,PhilippineExports(2022-2023).csv
Electronic Products_Consumer Electronics,Vietnam,2024,30328.34,9458436.0,PhilippineExports(2024-2025).csv
Electronic Products_Consumer Electronics,Vietnam,2025,13547.39,9274071.0,PhilippineExports(2024-2025).csv
Electronic Products_Consumer Electronics,Virgin Islands (U.S.),2022,65.2,76487.0,PhilippineExports(2022-2023).csv
Electronic Products_Consumer Electronics,"Yemen, Republic Of",2021,115.0,7972.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Afghanistan,2021,176.7,16000.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Afghanistan,2022,52.82,1984.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Afghanistan,2023,290.0,8875.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Albania,2024,123.0,100.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Algeria,2024,293.0,7234.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Algeria,2025,138.0,6298.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Argentina,2021,180.0,73585.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Argentina,2022,718.84,299559.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Argentina,2023,697.0,78740.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Argentina,2024,509.0,30187.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Argentina,2025,854.08,108144.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Australia,2021,1315.3,210097.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Australia,2022,887.33,427846.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Australia,2023,5867.73,647478.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Australia,2024,921.86,497124.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Australia,2025,1609.43,228609.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Austria,2021,2778.91,1594671.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Austria,2022,2234.25,443304.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Austria,2023,7217.62,1507797.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Austria,2024,846.91,1456183.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Austria,2025,580.75,1043459.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Azerbaijan,2022,2.0,124.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Azerbaijan,2025,1.0,836.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Bangladesh,2021,328.0,138912.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Bangladesh,2022,157.0,72520.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Bangladesh,2023,221.0,125840.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Bangladesh,2024,1707.0,125067.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Bangladesh,2025,1082.5,71423.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Belgium,2021,32014.0,1423152.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Belgium,2022,715.94,58293.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Belgium,2023,2201.5,55554.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Belgium,2024,59.55,111378.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Belgium,2025,2.0,151.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Brazil,2021,8399.57,1652290.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Brazil,2022,4560.88,2069748.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Brazil,2023,4654.57,1998333.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Brazil,2024,31946.51,1822749.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Brazil,2025,42943.15,2267724.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Brunei Darussalam,2021,51.0,834.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Brunei Darussalam,2022,8.0,8907.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Brunei Darussalam,2023,7.0,736.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Bulgaria,2021,1.0,45.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Bulgaria,2022,3.6,13565.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Bulgaria,2023,25.38,234071.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Bulgaria,2024,229.0,65910.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Bulgaria,2025,109.0,22437.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Cambodia (Democratic Kampuchea),2021,28.0,12520.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Cambodia (Democratic Kampuchea),2025,744.8,30728.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Canada,2021,725.1,1048818.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Canada,2022,96.39,94391.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Canada,2023,183.1,168720.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Canada,2024,10544.7,1239928.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Canada,2025,20442.95,3013196.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Chile,2021,49.0,16232.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Chile,2023,2.0,4073.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Chile,2024,3.0,3313.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Chile,2025,1.0,2806.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Colombia,2022,50.0,23782.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Colombia,2024,402.84,6906.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Costa Rica,2021,2627.2,3483664.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Costa Rica,2022,5642.05,3806346.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Costa Rica,2023,6204.87,5330296.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Costa Rica,2024,6216.17,5107013.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Costa Rica,2025,7239.74,5543657.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Cote D' Ivoire (Ivory Coast),2023,2.0,120.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Cote D' Ivoire (Ivory Coast),2025,3.5,6550.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Croatia,2022,2.0,552.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Croatia,2023,2.0,2815.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Croatia,2024,22.75,532639.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Croatia,2025,1.75,3744.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Czech Republic (Czechoslovakia),2021,6262.65,1392896.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Czech Republic (Czechoslovakia),2022,2582.09,1817591.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Czech Republic (Czechoslovakia),2023,2109.29,916230.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Czech Republic (Czechoslovakia),2024,1164.69,862760.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Czech Republic (Czechoslovakia),2025,1704.2,679325.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Denmark,2021,266.9,214149.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Denmark,2022,233.1,129928.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Denmark,2023,116.6,122846.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Denmark,2024,28.0,52551.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Denmark,2025,32.0,72923.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Egypt Arab Republic,2023,17.0,12339.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Egypt Arab Republic,2024,7613.7,51320.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,El Salvador,2025,1.0,190.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Estonia,2021,4.5,882.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Fiji,2025,1.0,874.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Finland,2021,44.7,17203.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Finland,2022,16.23,18801.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Finland,2023,30.19,46190.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Finland,2024,66.4,117629.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Finland,2025,28.15,81260.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,France,2021,3693.38,2872868.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,France,2022,2562.1,1704503.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,France,2023,7343.47,2674995.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,France,2024,2949.48,7616668.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,France,2025,1915.29,1792105.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Georgia,2023,991.25,31816.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Georgia,2025,6286.0,105601.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Germany,2021,16683.1,5662715.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Germany,2022,9311.06,5915585.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Germany,2023,18352.51,8468094.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Germany,2024,57343.66,9637838.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Germany,2025,34214.63,10020075.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Ghana,2025,0.07,100.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Greece,2021,1.0,1201.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Greece,2023,4.0,5728.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Greece,2025,0.3,38.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Guam,2021,1121.34,41395.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Guam,2022,19.0,37.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Guam,2024,184.6,209.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Guam,2025,88.12,6609.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Guyana,2023,200.0,5000.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Haiti,2022,1.0,200.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Hong Kong, China",2021,195405.55,12285062.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,"Hong Kong, China",2022,136198.29,7119448.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Hong Kong, China",2023,62389.17,4127121.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Hong Kong, China",2024,168299.72,3138550.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Hong Kong, China",2025,9238.68,4793737.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Hungary,2021,55665.68,5676518.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Hungary,2022,34065.15,5119684.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Hungary,2023,36401.94,2788732.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Hungary,2024,16947.15,1253356.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Hungary,2025,14228.55,1346235.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,India,2021,39883.0,4176549.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,India,2022,20001.41,4967444.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,India,2023,14655.02,4675292.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,India,2024,31660.19,6670901.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,India,2025,59713.16,10185046.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Indonesia,2021,30233.71,2212964.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Indonesia,2022,75819.44,2696461.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Indonesia,2023,102007.58,2100953.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Indonesia,2024,67530.05,4345225.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Indonesia,2025,77750.5,6205319.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Ireland,2021,839.14,331464.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Ireland,2022,1305.06,647580.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Ireland,2023,1397.05,696334.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Ireland,2024,1237.1,511755.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Ireland,2025,740.93,898682.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Israel,2021,1359.13,443068.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Israel,2022,1250.47,816227.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Israel,2023,1281.64,1951661.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Israel,2024,11170.46,6090924.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Israel,2025,9507.32,7449105.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Italy,2021,3656.1,1672154.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Italy,2022,1236.03,1618485.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Italy,2023,1311.15,2021008.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Italy,2024,6005.36,4652703.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Italy,2025,2862.06,4489689.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Japan,2021,2070818.34,72317253.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Japan,2022,2215010.57,68662692.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Japan,2023,3819903.99,77061520.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Japan,2024,4387112.84,71468018.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Japan,2025,6821763.57,96605250.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Jordan,2021,25.0,11118.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Jordan,2022,4.0,3195.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Jordan,2023,15.0,8659.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Jordan,2024,93.0,6765.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Jordan,2025,181.0,15143.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Kenya,2021,1.0,144.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Kenya,2022,11.5,930.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Kenya,2024,682.4,34264.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Kenya,2025,53.0,6129.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Kuwait,2024,2.0,138.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Lao People'S Democratic Republic (Laos),2024,10.3,790.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Lao People'S Democratic Republic (Laos),2025,23.7,1975.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Lebanon,2025,52.0,2167.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Lithuania,2021,920.0,373466.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Lithuania,2022,252.0,165423.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Lithuania,2023,1.0,193060.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Lithuania,2025,5.82,10269.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Macau,2025,214.0,10749.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Malawi,2022,0.9,300.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Malaysia,2021,125183.51,43311980.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Malaysia,2022,122085.87,50879134.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Malaysia,2023,114855.21,45092968.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Malaysia,2024,135901.06,48762610.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Malaysia,2025,213489.96,60998855.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Maldives, Rep. Of",2025,100.0,3650.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Malta,2021,181.0,87920.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Malta,2022,1.0,1608.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Malta,2023,3122.31,1383403.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Malta,2024,195.95,91000.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Malta,2025,56.3,142500.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Marshall Islands, Rep. Of",2023,2.0,670.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Marshall Islands, Rep. Of",2025,1.0,135800.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Mauritius,2022,3.0,129.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Mauritius,2023,2.0,127.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Mauritius,2025,2.0,207.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Mexico,2021,1335059.76,3964408.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Mexico,2022,146474.4,4618558.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Mexico,2023,127543.7,3900465.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Mexico,2024,27460.96,866322.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Mexico,2025,27516.49,997433.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Micronesia, Federated States Of",2024,1.0,40.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Mongolia,2022,13.0,25000.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Mongolia,2024,5.0,7599.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Morocco,2021,17.0,451653.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Morocco,2022,2229.0,427831.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Morocco,2023,411.9,738952.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Morocco,2024,110.5,48708.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Morocco,2025,136.4,50184.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Myanmar, Union Of (Burma)",2021,5.0,600.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,"Myanmar, Union Of (Burma)",2022,100.0,56660.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Myanmar, Union Of (Burma)",2023,109.0,49220.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Myanmar, Union Of (Burma)",2024,812.9,105280.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Myanmar, Union Of (Burma)",2025,983.9,130818.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Nepal,2021,36.0,36921.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Nepal,2022,16.0,21130.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Nepal,2023,22.0,29443.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Nepal,2024,127.8,18515.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Netherlands,2021,47780.2,21602279.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Netherlands,2022,40400.48,24051587.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Netherlands,2023,38640.74,24750334.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Netherlands,2024,35838.35,23184954.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Netherlands,2025,30543.71,19120968.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Netherlands Antilles,2021,150.0,71439.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Netherlands Antilles,2022,4.15,902.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Netherlands Antilles,2023,14.0,48190.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,New Zealand,2021,3213.18,5905.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,New Zealand,2022,3.0,3470.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,New Zealand,2023,20.21,14234.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,New Zealand,2024,34.0,11185.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,New Zealand,2025,118.0,65975.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Nigeria,2021,200.0,900000.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Nigeria,2022,18.0,6783.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Norway,2021,29.25,41787.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Norway,2022,83.1,139584.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Norway,2023,37.0,45131.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Norway,2024,276.2,189462.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Norway,2025,186.05,162759.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Oman,2022,8.0,3302.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Oman,2024,101.54,100846.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Oman,2025,49.0,32400.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Pakistan, Islamic Rep. Of",2021,11032.0,1712380.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,"Pakistan, Islamic Rep. Of",2022,6839.0,2502115.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Pakistan, Islamic Rep. Of",2023,488.0,190091.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,"Pakistan, Islamic Rep. Of",2024,4080.1,1799335.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Pakistan, Islamic Rep. Of",2025,7046.8,3287412.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,"Palau, Rep. Of",2023,126.0,56447.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Papua New Guinea,2021,3.0,183.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Papua New Guinea,2023,121.08,4280.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Papua New Guinea,2024,331.0,31095.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Papua New Guinea,2025,77.0,9999.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,People'S Republic Of China,2021,221872.04,64827179.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,People'S Republic Of China,2022,169745.63,64063077.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,People'S Republic Of China,2023,143020.4,51018473.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,People'S Republic Of China,2024,180198.32,39112917.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,People'S Republic Of China,2025,309041.07,71525703.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Peru,2021,5.0,9817.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Peru,2022,8.0,6050.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Peru,2023,3.0,12432.0,PhilippineExports(2022-2023).csv
Electronic Products_Control And Instrumentation,Peru,2024,4.0,8883.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Peru,2025,6.0,16068.0,PhilippineExports(2024-2025).csv
Electronic Products_Control And Instrumentation,Poland,2021,8538.66,7175112.0,PhilippineExports(2020-2021).csv
Electronic Products_Control And Instrumentation,Poland,2022,13048.1,9190595.0,PhilippineExports(2022-2023).csv
